Area Name,Area ID,Year,Age Group,Total,Male,Female,White Total,White Male,White Female,Black Total,Black Male,Black Female,AIAN Total,AIAN Male,AIAN Female,Asian Total,Asian Male,Asian Female,NHOPI Total,NHOPI Male,NHOPI Female,Two or More Races Total,Two or More Races Male,Two or More Races Female
Yakima,53077,2011,25-29,"15,825","7,780","8,045","13,757","6,755","7,002",279,161,118,"1,009",491,518,222,96,125,49,33,16,510,244,266
Yakima,53077,2011,30-34,"16,523","8,156","8,367","14,642","7,247","7,395",241,129,113,919,439,480,258,108,150,48,25,23,415,208,207
Yakima,53077,2011,35-39,"14,903","7,417","7,486","13,274","6,583","6,691",200,115,85,856,439,416,259,132,128,30,14,15,284,134,150
Yakima,53077,2011,40-44,"14,743","7,369","7,374","13,121","6,591","6,529",212,129,84,829,400,429,241,102,140,25,13,13,315,135,180
Yakima,53077,2011,45-49,"14,966","7,460","7,505","13,377","6,641","6,736",188,114,74,825,429,396,238,116,122,34,20,14,305,141,164
Yakima,53077,2011,50-54,"14,875","7,562","7,312","13,334","6,797","6,537",196,122,74,795,377,418,241,104,136,19,12,7,289,149,140
Yakima,53077,2011,55-59,"13,908","6,687","7,220","12,705","6,104","6,601",124,79,45,610,305,304,233,92,142,9,3,6,227,104,123
Yakima,53077,2011,60-64,"12,188","6,041","6,147","11,293","5,601","5,692",130,74,56,440,200,240,141,69,72,8,6,2,177,92,85
Yakima,53077,2011,65-69,"9,133","4,458","4,675","8,502","4,170","4,332",64,40,24,338,149,189,104,45,59,7,3,3,118,50,68
Yakima,53077,2011,70-74,"6,770","3,200","3,571","6,279","2,977","3,302",60,32,28,237,113,124,83,33,50,7,0,7,104,44,60
Yakima,53077,2011,75-79,"4,968","2,264","2,704","4,679","2,145","2,534",37,15,22,142,56,86,56,23,33,5,3,2,48,21,28
Yakima,53077,2011,80-84,"3,968","1,692","2,275","3,760","1,602","2,158",36,19,17,89,39,50,48,17,31,2,1,1,32,14,18
Yakima,53077,2011,85+,"4,090","1,459","2,630","3,966","1,422","2,544",26,10,15,44,11,33,25,5,20,0,0,0,29,10,19
Yakima,53077,2011,Total,"244,700","122,245","122,455","217,021","108,362","108,659","3,275","1,813","1,462","13,925","6,993","6,932","3,273","1,518","1,755",448,236,212,"6,758","3,323","3,435"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Washington,53,2012,0-4,"436,713","223,260","213,453","324,772","166,007","158,764","20,209","10,391","9,818","10,484","5,466","5,018","29,804","15,214","14,590","4,068","2,072","1,996","47,376","24,109","23,267"
Washington,53,2012,5-9,"434,460","222,259","212,201","328,909","168,711","160,198","19,316","9,948","9,368","10,304","5,274","5,030","30,882","15,388","15,494","3,854","1,922","1,932","41,194","21,015","20,179"
Washington,53,2012,10-14,"436,907","224,050","212,857","336,772","173,322","163,450","19,467","10,021","9,446","10,358","5,379","4,978","28,915","14,420","14,495","3,920","1,988","1,933","37,475","18,920","18,556"
Washington,53,2012,15-19,"449,623","230,784","218,839","349,491","179,682","169,809","20,212","10,606","9,606","10,551","5,467","5,084","33,224","16,855","16,369","4,097","2,091","2,006","32,049","16,084","15,965"
Washington,53,2012,20-24,"467,107","240,844","226,263","368,184","190,304","177,879","21,757","12,033","9,724","10,739","5,611","5,128","36,574","18,283","18,291","4,498","2,264","2,233","25,356","12,348","13,008"
Washington,53,2012,25-29,"473,373","242,334","231,039","374,779","193,384","181,395","21,133","11,634","9,499","9,561","4,966","4,595","41,069","19,390","21,679","4,184","2,110","2,075","22,647","10,851","11,796"
Washington,53,2012,30-34,"472,608","239,853","232,755","373,679","191,100","182,578","20,671","11,289","9,383","9,268","4,739","4,529","44,739","20,790","23,949","3,921","1,983","1,938","20,331","9,953","10,378"
Washington,53,2012,35-39,"435,120","219,660","215,460","346,248","176,308","169,940","18,538","10,305","8,233","8,182","4,195","3,987","43,777","20,063","23,714","3,253","1,640","1,612","15,123","7,149","7,973"
Washington,53,2012,40-44,"470,210","238,294","231,916","385,203","196,635","188,567","19,487","10,983","8,504","8,437","4,284","4,154","40,668","18,427","22,241","2,987","1,521","1,466","13,428","6,443","6,985"
Washington,53,2012,45-49,"468,798","235,173","233,625","392,833","198,207","194,626","18,426","10,423","8,003","7,963","3,961","4,002","35,319","15,698","19,620","2,707","1,353","1,354","11,551","5,531","6,020"
Washington,53,2012,50-54,"496,614","247,001","249,613","424,009","212,061","211,948","17,881","10,173","7,707","7,903","3,807","4,096","33,551","14,560","18,992","2,431","1,215","1,216","10,839","5,185","5,654"
Washington,53,2012,55-59,"472,980","231,698","241,282","411,018","202,526","208,492","14,193","7,906","6,286","6,773","3,315","3,457","30,588","12,999","17,590","1,785",887,898,"8,623","4,065","4,559"
Washington,53,2012,60-64,"407,628","198,065","209,563","360,049","176,143","183,906","10,201","5,351","4,850","5,089","2,486","2,603","24,906","10,571","14,335","1,306",662,644,"6,076","2,852","3,224"
Washington,53,2012,65-69,"307,889","148,717","159,172","274,795","133,669","141,126","6,452","3,429","3,024","3,593","1,713","1,880","18,082","7,632","10,450",811,392,419,"4,155","1,882","2,273"
Washington,53,2012,70-74,"205,466","98,320","107,146","182,812","88,003","94,809","4,155","2,087","2,068","2,227","1,078","1,148","13,186","5,710","7,476",515,232,283,"2,572","1,210","1,362"
Washington,53,2012,75-79,"146,942","67,236","79,706","132,343","61,243","71,100","2,682","1,249","1,433","1,279",559,720,"8,730","3,342","5,388",291,127,164,"1,617",716,901
Washington,53,2012,80-84,"112,844","47,882","64,962","103,463","44,322","59,141","1,807",756,"1,051",706,315,391,"5,753","2,020","3,732",149,67,83,967,403,564
Washington,53,2012,85+,"122,488","42,541","79,947","114,594","39,851","74,744","1,675",551,"1,124",560,184,376,"4,713","1,620","3,093",92,34,58,854,302,553
Washington,53,2012,Total,"6,817,770","3,397,971","3,419,799","5,583,952","2,791,478","2,792,474","258,262","139,135","119,127","123,975","62,798","61,177","504,478","232,981","271,497","44,870","22,561","22,309","302,233","149,017","153,216"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Adams,53001,2012,0-4,"2,134","1,088","1,047","1,920",977,944,32,23,9,140,67,72,17,8,10,0,0,0,25,13,12
Adams,53001,2012,5-9,"2,008","1,044",964,"1,803",944,860,37,22,15,110,48,63,20,10,10,1,0,1,36,21,15
Adams,53001,2012,10-14,"1,763",890,873,"1,588",815,773,40,19,21,84,32,52,19,7,12,1,1,0,30,15,14
Adams,53001,2012,15-19,"1,635",869,767,"1,493",802,691,20,8,13,78,36,42,22,10,13,0,0,0,21,12,9
Adams,53001,2012,20-24,"1,301",696,605,"1,150",627,523,32,18,14,93,38,55,15,6,9,0,0,0,11,7,4
Adams,53001,2012,25-29,"1,075",556,520,971,495,476,18,13,5,61,34,27,8,5,3,0,0,0,17,8,9
Adams,53001,2012,30-34,"1,401",679,722,"1,251",603,649,21,12,9,86,45,41,28,11,17,1,1,0,13,7,7
Adams,53001,2012,35-39,"1,228",629,599,"1,124",569,554,22,15,7,51,29,22,21,12,9,0,0,0,11,4,7
Adams,53001,2012,40-44,"1,094",570,524,"1,014",529,485,12,7,5,42,20,23,13,7,7,0,0,0,12,7,5
Adams,53001,2012,45-49,942,484,458,883,447,436,9,7,2,35,24,11,9,3,7,0,0,0,6,3,3
Adams,53001,2012,50-54,921,460,460,880,441,439,11,6,5,12,2,10,7,4,3,0,0,0,11,8,3
Adams,53001,2012,55-59,954,470,485,921,453,468,8,4,5,9,8,1,7,3,4,0,0,0,8,2,6
Adams,53001,2012,60-64,727,352,376,705,338,367,0,0,0,12,7,5,7,3,4,1,1,0,3,3,0
Adams,53001,2012,65-69,630,326,304,617,317,300,2,2,0,4,2,1,3,3,0,0,0,0,4,2,2
Adams,53001,2012,70-74,445,218,227,431,210,221,1,1,0,6,2,4,3,1,2,0,0,0,3,3,0
Adams,53001,2012,75-79,297,144,153,297,144,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams,53001,2012,80-84,241,122,119,235,121,114,0,0,0,0,0,0,5,0,5,0,0,0,1,1,0
Adams,53001,2012,85+,254,92,163,248,88,160,0,0,0,1,0,1,4,2,2,0,0,0,1,1,0
Adams,53001,2012,Total,"19,050","9,686","9,364","17,531","8,918","8,613",265,157,108,825,395,430,210,95,115,5,4,1,214,118,96
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Asotin,53003,2012,0-4,"1,250",615,635,"1,117",550,566,4,3,1,26,14,12,7,3,4,1,1,0,95,44,51
Asotin,53003,2012,5-9,"1,340",652,688,"1,187",580,606,20,12,8,32,12,20,13,6,7,11,4,7,76,38,38
Asotin,53003,2012,10-14,"1,204",614,590,"1,115",578,536,10,5,5,22,5,18,6,4,2,1,0,1,50,22,28
Asotin,53003,2012,15-19,"1,162",595,567,"1,071",554,516,9,3,5,26,14,12,5,3,2,2,1,1,51,20,31
Asotin,53003,2012,20-24,"1,191",569,622,"1,113",532,581,6,4,2,24,9,15,6,2,4,3,3,0,38,19,19
Asotin,53003,2012,25-29,"1,151",526,626,"1,082",489,593,8,5,3,23,18,4,12,6,6,5,0,5,23,8,15
Asotin,53003,2012,30-34,"1,225",612,612,"1,148",569,580,4,1,3,18,11,8,11,5,5,2,1,1,41,26,15
Asotin,53003,2012,35-39,"1,040",514,527,994,490,504,6,5,1,14,7,7,9,2,7,2,1,1,16,9,6
Asotin,53003,2012,40-44,"1,202",577,625,"1,141",549,592,3,2,1,24,8,15,12,6,6,1,0,1,21,11,10
Asotin,53003,2012,45-49,"1,390",685,705,"1,339",661,677,3,3,0,27,11,16,7,1,6,2,2,0,12,6,6
Asotin,53003,2012,50-54,"1,652",774,878,"1,595",752,843,7,3,4,18,9,8,7,3,4,1,0,1,24,6,18
Asotin,53003,2012,55-59,"1,716",842,874,"1,652",810,842,4,1,3,26,16,10,9,1,8,2,0,2,22,13,10
Asotin,53003,2012,60-64,"1,636",790,846,"1,594",773,822,5,4,1,15,7,8,9,1,8,2,1,1,11,5,6
Asotin,53003,2012,65-69,"1,412",701,711,"1,390",693,697,1,0,1,4,1,3,6,1,4,0,0,0,11,6,5
Asotin,53003,2012,70-74,"1,147",580,567,"1,127",572,555,1,1,0,7,3,3,2,0,2,2,1,1,7,2,5
Asotin,53003,2012,75-79,802,399,403,791,391,399,1,1,0,2,0,2,4,2,2,0,0,0,4,4,0
Asotin,53003,2012,80-84,596,272,324,588,269,318,1,1,0,2,0,2,1,0,1,1,1,0,2,0,2
Asotin,53003,2012,85+,585,235,349,575,232,343,2,0,2,2,0,2,1,0,1,1,0,1,3,3,0
Asotin,53003,2012,Total,"21,700","10,552","11,148","20,618","10,047","10,571",96,54,42,312,146,166,127,46,81,40,16,24,507,241,266
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Benton,53005,2012,0-4,"13,030","6,603","6,427","11,518","5,829","5,689",277,144,133,157,77,80,327,162,164,21,11,10,730,380,350
Benton,53005,2012,5-9,"13,290","6,852","6,438","11,761","6,127","5,634",245,127,118,165,84,81,367,152,215,35,17,18,717,344,372
Benton,53005,2012,10-14,"13,479","6,965","6,514","12,027","6,210","5,817",247,127,120,201,107,94,321,145,176,45,23,22,639,354,285
Benton,53005,2012,15-19,"12,713","6,563","6,149","11,443","5,898","5,545",239,128,111,177,101,76,322,155,167,42,19,23,489,262,227
Benton,53005,2012,20-24,"11,595","5,855","5,740","10,535","5,329","5,206",228,123,105,181,100,81,255,127,128,32,16,16,364,160,204
Benton,53005,2012,25-29,"11,978","6,108","5,869","10,983","5,636","5,347",203,123,81,135,73,62,314,132,182,23,15,8,319,130,189
Benton,53005,2012,30-34,"11,892","5,996","5,896","10,764","5,441","5,323",208,114,94,137,70,67,432,207,225,21,12,9,330,152,178
Benton,53005,2012,35-39,"10,763","5,445","5,319","9,752","4,952","4,799",209,114,95,140,67,74,434,207,227,16,8,7,213,97,116
Benton,53005,2012,40-44,"11,455","5,692","5,763","10,463","5,176","5,287",159,92,67,147,85,62,430,217,213,22,12,11,234,111,124
Benton,53005,2012,45-49,"11,859","5,890","5,968","10,990","5,459","5,531",158,93,66,138,70,68,386,176,211,14,7,7,173,86,86
Benton,53005,2012,50-54,"12,734","6,295","6,439","11,884","5,891","5,993",122,77,45,141,59,82,375,158,217,18,9,9,194,100,93
Benton,53005,2012,55-59,"12,370","6,167","6,203","11,648","5,811","5,837",114,62,52,124,71,53,315,136,179,13,6,6,155,80,75
Benton,53005,2012,60-64,"10,442","5,264","5,178","9,789","4,969","4,820",104,53,51,95,49,46,328,137,191,10,7,3,117,50,67
Benton,53005,2012,65-69,"7,611","3,766","3,846","7,200","3,551","3,649",52,33,19,52,27,25,220,116,104,9,5,4,79,34,44
Benton,53005,2012,70-74,"5,266","2,557","2,708","4,981","2,413","2,568",33,20,13,31,13,18,149,77,72,8,3,5,63,31,32
Benton,53005,2012,75-79,"3,725","1,704","2,021","3,568","1,635","1,933",20,8,13,17,8,9,82,36,46,3,2,1,34,15,19
Benton,53005,2012,80-84,"2,860","1,201","1,659","2,784","1,167","1,618",8,2,5,10,8,2,46,16,31,0,0,0,11,8,3
Benton,53005,2012,85+,"2,939","1,040","1,899","2,869","1,015","1,854",9,4,5,13,7,6,33,8,25,0,0,0,15,7,8
Benton,53005,2012,Total,"180,000","89,964","90,036","164,958","82,508","82,450","2,636","1,442","1,194","2,061","1,075",986,"5,137","2,364","2,773",332,173,159,"4,876","2,402","2,475"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Chelan,53007,2012,0-4,"4,859","2,518","2,341","4,473","2,309","2,164",30,11,20,107,57,50,46,22,24,16,8,8,187,111,76
Chelan,53007,2012,5-9,"4,899","2,547","2,352","4,512","2,329","2,183",34,20,14,110,61,49,58,28,29,7,3,4,178,105,72
Chelan,53007,2012,10-14,"5,037","2,556","2,481","4,665","2,367","2,298",33,18,15,114,61,53,47,15,32,11,9,2,165,85,80
Chelan,53007,2012,15-19,"4,817","2,450","2,367","4,470","2,264","2,206",33,20,13,103,55,48,48,28,21,14,8,6,149,75,74
Chelan,53007,2012,20-24,"4,379","2,300","2,078","4,068","2,134","1,934",29,15,14,98,52,46,57,33,24,13,9,4,114,58,56
Chelan,53007,2012,25-29,"4,152","2,151","2,001","3,890","2,021","1,869",23,12,11,98,51,47,41,19,23,6,4,2,94,45,49
Chelan,53007,2012,30-34,"4,372","2,217","2,155","4,114","2,096","2,019",36,21,15,91,43,48,48,18,30,6,2,4,76,37,39
Chelan,53007,2012,35-39,"4,040","1,998","2,042","3,774","1,873","1,901",29,17,12,85,36,49,61,27,34,10,7,3,81,38,43
Chelan,53007,2012,40-44,"4,299","2,124","2,175","4,068","2,023","2,045",16,7,9,69,34,35,52,21,31,14,5,8,81,33,47
Chelan,53007,2012,45-49,"4,658","2,312","2,346","4,396","2,188","2,208",32,25,7,83,44,39,46,17,28,22,10,13,78,28,51
Chelan,53007,2012,50-54,"5,452","2,669","2,783","5,244","2,571","2,673",17,14,3,58,22,36,56,15,41,11,8,3,65,38,27
Chelan,53007,2012,55-59,"5,417","2,689","2,727","5,203","2,587","2,616",20,12,8,68,35,33,36,17,19,8,2,6,81,36,45
Chelan,53007,2012,60-64,"4,797","2,395","2,402","4,672","2,346","2,326",6,5,1,41,20,21,29,9,20,5,3,1,44,12,32
Chelan,53007,2012,65-69,"3,733","1,840","1,893","3,641","1,791","1,850",4,4,0,34,21,13,25,13,12,1,1,0,28,10,18
Chelan,53007,2012,70-74,"2,736","1,349","1,387","2,678","1,320","1,359",2,0,2,21,12,9,13,5,8,1,0,1,20,12,8
Chelan,53007,2012,75-79,"2,090","1,011","1,078","2,045",997,"1,049",1,0,1,7,1,6,11,5,6,2,0,2,23,9,15
Chelan,53007,2012,80-84,"1,589",673,915,"1,570",666,905,1,0,1,6,5,1,1,0,1,1,1,0,9,1,8
Chelan,53007,2012,85+,"1,876",710,"1,166","1,857",704,"1,153",1,1,0,3,0,3,4,2,2,0,0,0,11,2,8
Chelan,53007,2012,Total,"73,200","36,509","36,691","69,342","34,586","34,756",348,202,146,"1,196",608,588,680,295,385,149,82,67,"1,485",736,749
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Clallam,53009,2012,0-4,"3,345","1,751","1,595","2,539","1,348","1,192",31,17,15,382,199,184,34,13,21,7,5,2,352,170,182
Clallam,53009,2012,5-9,"3,436","1,758","1,678","2,727","1,436","1,291",32,14,18,313,163,149,51,17,34,4,2,2,309,126,183
Clallam,53009,2012,10-14,"3,696","1,893","1,803","2,928","1,488","1,440",30,17,14,340,190,150,49,22,26,5,4,1,345,172,173
Clallam,53009,2012,15-19,"3,688","1,974","1,714","2,943","1,572","1,371",64,35,29,318,167,151,77,45,31,11,6,5,275,149,127
Clallam,53009,2012,20-24,"3,913","2,201","1,711","3,153","1,751","1,402",117,96,21,361,192,169,59,33,25,12,7,5,211,122,88
Clallam,53009,2012,25-29,"3,658","1,981","1,677","3,080","1,636","1,444",71,59,11,291,178,112,33,14,20,8,4,4,176,90,86
Clallam,53009,2012,30-34,"3,637","1,921","1,716","3,048","1,599","1,449",77,67,10,297,143,154,55,20,35,8,2,6,153,90,63
Clallam,53009,2012,35-39,"3,280","1,693","1,586","2,783","1,437","1,347",47,40,7,222,112,110,73,36,37,8,7,1,146,61,84
Clallam,53009,2012,40-44,"3,705","1,890","1,816","3,190","1,623","1,567",45,35,10,250,135,115,90,37,53,8,1,7,122,59,63
Clallam,53009,2012,45-49,"4,044","1,956","2,088","3,584","1,723","1,860",36,29,7,225,112,112,74,25,49,6,4,2,120,63,57
Clallam,53009,2012,50-54,"5,144","2,495","2,649","4,650","2,266","2,384",34,25,10,257,124,132,88,30,58,6,4,2,108,46,62
Clallam,53009,2012,55-59,"6,027","2,797","3,230","5,582","2,595","2,987",19,17,2,213,104,109,84,24,61,5,3,2,124,55,69
Clallam,53009,2012,60-64,"6,173","2,905","3,269","5,797","2,740","3,056",24,19,4,159,67,92,88,27,60,9,3,5,98,47,51
Clallam,53009,2012,65-69,"5,698","2,685","3,012","5,430","2,559","2,871",14,9,5,125,64,61,64,20,44,8,3,4,59,31,28
Clallam,53009,2012,70-74,"4,283","2,143","2,139","4,049","2,026","2,023",11,9,2,90,45,45,58,23,35,3,2,1,71,38,32
Clallam,53009,2012,75-79,"3,139","1,524","1,615","3,017","1,472","1,545",3,1,2,48,21,27,36,13,22,1,0,1,34,17,17
Clallam,53009,2012,80-84,"2,478","1,132","1,346","2,400","1,101","1,299",4,2,2,27,11,16,24,8,16,0,0,0,23,10,13
Clallam,53009,2012,85+,"2,656","1,040","1,616","2,607","1,023","1,584",2,1,1,16,3,13,15,5,11,0,0,0,15,9,7
Clallam,53009,2012,Total,"72,000","35,740","36,260","63,506","31,394","32,112",663,491,172,"3,932","2,031","1,901","1,052",413,639,108,57,51,"2,739","1,354","1,385"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Clark,53011,2012,0-4,"28,071","14,321","13,750","23,295","11,911","11,385",631,305,326,291,162,129,"1,061",546,516,248,129,120,"2,543","1,268","1,275"
Clark,53011,2012,5-9,"30,457","15,596","14,861","25,367","12,970","12,396",773,395,378,325,186,139,"1,275",651,623,273,129,144,"2,445","1,264","1,180"
Clark,53011,2012,10-14,"32,681","16,833","15,848","27,266","14,114","13,152",869,452,417,355,179,176,"1,397",690,707,299,145,154,"2,495","1,254","1,241"
Clark,53011,2012,15-19,"30,106","15,470","14,636","25,533","13,079","12,454",844,453,391,367,193,174,"1,191",624,566,293,162,132,"1,878",960,918
Clark,53011,2012,20-24,"26,251","13,186","13,064","22,886","11,434","11,453",696,384,312,310,171,139,946,509,437,242,116,125,"1,171",573,598
Clark,53011,2012,25-29,"26,134","12,964","13,170","22,749","11,283","11,466",648,381,267,350,187,163,"1,109",497,612,247,120,127,"1,031",496,535
Clark,53011,2012,30-34,"28,494","13,936","14,558","24,868","12,245","12,624",620,316,304,362,182,180,"1,323",535,788,271,135,135,"1,050",524,527
Clark,53011,2012,35-39,"28,415","14,027","14,389","24,667","12,230","12,437",626,355,271,335,174,161,"1,722",763,959,224,105,119,841,400,441
Clark,53011,2012,40-44,"31,007","15,611","15,395","27,224","13,768","13,456",722,429,292,339,159,180,"1,777",796,982,203,106,97,741,353,388
Clark,53011,2012,45-49,"30,241","14,931","15,310","27,125","13,492","13,633",648,348,299,274,123,150,"1,418",603,816,169,89,80,608,276,332
Clark,53011,2012,50-54,"31,135","15,416","15,719","28,164","13,999","14,164",600,342,258,288,135,153,"1,373",608,765,149,76,73,562,255,307
Clark,53011,2012,55-59,"29,161","14,113","15,048","26,766","12,995","13,771",494,288,206,262,114,148,"1,091",462,629,103,58,45,445,197,248
Clark,53011,2012,60-64,"25,691","12,316","13,375","23,764","11,433","12,331",381,215,166,203,100,103,920,364,556,89,45,43,333,158,175
Clark,53011,2012,65-69,"19,280","9,276","10,004","17,970","8,670","9,299",217,112,105,125,65,60,692,317,375,50,19,31,226,92,133
