Area Name,Area ID,Year,Age Group,Total,Male,Female,White Total,White Male,White Female,Black Total,Black Male,Black Female,AIAN Total,AIAN Male,AIAN Female,Asian Total,Asian Male,Asian Female,NHOPI Total,NHOPI Male,NHOPI Female,Two or More Races Total,Two or More Races Male,Two or More Races Female
Island,53029,2015,10-14,"4,141","2,119","2,023","3,216","1,656","1,560",160,81,79,48,24,24,215,109,107,37,14,22,465,234,231
Island,53029,2015,15-19,"3,977","2,107","1,871","3,126","1,652","1,474",140,80,60,56,31,25,225,120,106,45,24,22,384,201,184
Island,53029,2015,20-24,"5,625","3,044","2,581","4,545","2,439","2,106",318,199,119,81,42,39,287,158,129,40,19,20,355,187,167
Island,53029,2015,25-29,"4,922","2,628","2,294","4,061","2,176","1,885",210,135,75,60,25,34,281,122,159,34,21,13,276,148,128
Island,53029,2015,30-34,"4,434","2,329","2,105","3,674","1,967","1,707",200,122,79,44,21,23,258,101,157,43,27,16,215,91,123
Island,53029,2015,35-39,"3,932","2,016","1,917","3,306","1,729","1,577",147,97,50,43,23,20,253,86,166,30,11,19,153,69,84
Island,53029,2015,40-44,"3,893","1,932","1,960","3,300","1,683","1,617",101,64,37,64,26,37,264,78,186,31,18,13,134,63,70
Island,53029,2015,45-49,"4,374","2,134","2,240","3,784","1,891","1,894",83,48,35,51,29,22,288,92,197,26,10,16,141,64,77
Island,53029,2015,50-54,"5,234","2,473","2,761","4,692","2,263","2,429",64,39,25,39,23,16,295,81,215,26,14,12,117,53,64
Island,53029,2015,55-59,"5,955","2,747","3,208","5,446","2,554","2,892",52,27,26,50,21,29,269,83,187,23,11,11,115,52,64
Island,53029,2015,60-64,"6,392","2,945","3,447","5,968","2,799","3,169",38,20,18,44,20,24,246,63,183,15,6,10,80,38,42
Island,53029,2015,65-69,"6,150","2,909","3,241","5,797","2,778","3,019",26,21,5,32,14,18,200,50,150,13,6,7,82,40,41
Island,53029,2015,70-74,"4,633","2,230","2,403","4,322","2,110","2,212",44,29,15,21,11,10,184,64,120,15,4,11,46,11,35
Island,53029,2015,75-79,"3,070","1,479","1,591","2,906","1,417","1,489",15,12,3,10,5,5,98,24,74,3,1,2,38,20,18
Island,53029,2015,80-84,"2,078",987,"1,092","1,976",947,"1,029",8,4,4,8,4,4,73,28,45,2,2,0,12,2,10
Island,53029,2015,85+,"2,152",909,"1,243","2,096",886,"1,210",3,3,0,5,1,4,29,9,20,2,2,0,16,7,9
Island,53029,2015,Total,"80,600","39,873","40,727","69,724","34,760","34,964","1,942","1,153",789,740,361,379,"3,868","1,458","2,410",451,231,220,"3,875","1,910","1,965"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Jefferson,53031,2015,0-4,970,494,477,789,408,381,16,8,8,56,27,28,13,4,9,6,4,2,90,42,48
Jefferson,53031,2015,5-9,"1,114",565,549,934,476,458,18,12,6,49,26,24,7,4,3,8,2,6,97,45,52
Jefferson,53031,2015,10-14,"1,245",630,615,"1,025",514,510,19,14,5,67,36,31,31,16,14,7,4,2,97,44,52
Jefferson,53031,2015,15-19,"1,208",625,584,992,515,478,16,7,10,59,29,30,22,7,15,10,10,1,108,57,51
Jefferson,53031,2015,20-24,"1,202",626,576,"1,005",518,486,30,23,6,51,26,25,24,9,15,5,5,0,88,44,44
Jefferson,53031,2015,25-29,"1,107",605,501,961,525,437,21,17,4,43,22,21,21,9,12,1,1,0,58,31,27
Jefferson,53031,2015,30-34,"1,240",653,586,"1,034",543,492,32,27,5,71,38,32,34,12,22,5,3,3,63,31,32
Jefferson,53031,2015,35-39,"1,261",660,602,"1,107",567,540,25,22,2,36,19,17,36,18,18,8,4,4,50,29,21
Jefferson,53031,2015,40-44,"1,376",716,659,"1,244",645,599,16,12,4,32,18,13,33,10,23,10,7,3,42,25,17
Jefferson,53031,2015,45-49,"1,628",813,815,"1,492",749,743,14,10,4,41,20,21,38,15,23,1,0,1,43,20,23
Jefferson,53031,2015,50-54,"2,129",996,"1,133","1,938",902,"1,037",18,15,3,41,21,20,52,18,34,7,5,2,74,36,38
Jefferson,53031,2015,55-59,"2,784","1,300","1,484","2,577","1,201","1,376",13,10,3,62,29,33,58,21,37,2,2,0,72,37,35
Jefferson,53031,2015,60-64,"3,373","1,573","1,800","3,217","1,508","1,709",15,10,5,45,20,24,35,8,27,4,1,2,58,25,33
Jefferson,53031,2015,65-69,"3,620","1,767","1,854","3,436","1,683","1,754",13,8,5,55,17,38,40,20,20,0,0,0,76,39,37
Jefferson,53031,2015,70-74,"2,713","1,364","1,349","2,612","1,307","1,305",8,3,4,36,23,13,29,14,15,0,0,0,29,17,12
Jefferson,53031,2015,75-79,"1,707",861,845,"1,629",828,800,4,4,0,20,9,11,24,7,17,0,0,0,30,13,17
Jefferson,53031,2015,80-84,"1,116",569,548,"1,076",555,520,2,2,0,12,6,6,15,1,14,0,0,0,12,5,7
Jefferson,53031,2015,85+,"1,085",498,587,"1,053",486,567,0,0,0,9,5,4,16,5,11,0,0,0,6,2,4
Jefferson,53031,2015,Total,"30,880","15,316","15,564","28,121","13,930","14,191",280,205,75,783,391,392,528,199,329,75,49,26,"1,093",542,551
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
King,53033,2015,0-4,"122,608","62,507","60,101","72,871","37,206","35,665","10,535","5,443","5,092","1,519",793,726,"19,698","10,010","9,688","1,579",801,778,"16,406","8,252","8,153"
King,53033,2015,5-9,"122,955","62,964","59,991","75,336","38,665","36,672","10,393","5,380","5,014","1,509",787,722,"19,963","10,056","9,907","1,510",752,758,"14,244","7,326","6,918"
King,53033,2015,10-14,"115,196","58,862","56,334","73,008","37,567","35,441","9,831","5,036","4,795","1,492",777,715,"17,387","8,722","8,665","1,497",761,736,"11,981","5,999","5,982"
King,53033,2015,15-19,"120,615","61,205","59,410","76,010","38,828","37,182","9,982","5,095","4,887","1,731",899,831,"20,690","10,375","10,315","1,609",769,840,"10,593","5,239","5,354"
King,53033,2015,20-24,"132,384","66,388","65,996","86,452","43,715","42,737","9,499","4,827","4,672","1,740",917,824,"23,880","11,733","12,147","1,723",849,874,"9,089","4,347","4,742"
King,53033,2015,25-29,"166,527","84,956","81,571","112,749","58,611","54,138","10,979","5,608","5,371","1,899",981,918,"29,923","14,455","15,468","1,762",881,882,"9,215","4,421","4,794"
King,53033,2015,30-34,"176,285","90,901","85,384","118,333","62,356","55,977","11,467","5,881","5,586","1,952","1,010",942,"34,234","16,517","17,717","1,698",882,816,"8,602","4,255","4,347"
King,53033,2015,35-39,"155,822","79,703","76,119","105,761","55,497","50,264","10,154","5,277","4,877","1,608",871,737,"30,613","14,411","16,202","1,332",669,663,"6,354","2,977","3,377"
King,53033,2015,40-44,"146,181","74,550","71,630","104,894","54,574","50,320","9,719","5,150","4,569","1,522",798,724,"24,136","11,176","12,960","1,072",536,536,"4,838","2,316","2,521"
King,53033,2015,45-49,"142,826","72,973","69,853","105,292","54,280","51,011","9,658","5,339","4,320","1,479",781,698,"21,249","9,997","11,252","1,104",544,560,"4,044","2,031","2,013"
King,53033,2015,50-54,"144,004","72,556","71,449","109,410","55,683","53,727","9,310","5,085","4,225","1,471",747,724,"19,298","8,867","10,431",965,468,497,"3,551","1,707","1,844"
King,53033,2015,55-59,"136,622","68,274","68,348","105,669","53,427","52,242","8,034","4,294","3,741","1,192",618,574,"18,163","8,218","9,945",689,354,335,"2,876","1,363","1,513"
King,53033,2015,60-64,"116,624","56,666","59,958","91,335","44,792","46,544","6,311","3,137","3,174",904,450,454,"15,592","7,075","8,516",495,257,238,"1,988",955,"1,032"
King,53033,2015,65-69,"91,423","43,685","47,738","72,177","34,960","37,218","4,378","2,214","2,164",696,324,372,"12,473","5,451","7,021",346,169,176,"1,353",567,786
King,53033,2015,70-74,"60,497","28,006","32,491","46,554","21,664","24,889","2,914","1,362","1,552",389,172,217,"9,624","4,370","5,255",188,78,110,828,359,469
King,53033,2015,75-79,"39,660","17,686","21,974","31,565","14,200","17,365","1,701",769,932,206,94,112,"5,619","2,370","3,249",111,47,64,458,205,252
King,53033,2015,80-84,"28,272","11,737","16,536","23,256","9,790","13,466","1,057",401,655,105,34,71,"3,536","1,394","2,142",50,18,31,270,99,171
King,53033,2015,85+,"34,297","11,347","22,951","29,549","9,743","19,806","1,090",332,758,100,35,65,"3,249","1,151","2,098",33,7,25,276,79,198
King,53033,2015,Total,"2,052,800","1,024,966","1,027,834","1,440,222","725,560","714,662","137,012","70,629","66,383","21,513","11,087","10,426","329,327","156,349","172,978","17,761","8,842","8,919","106,965","52,499","54,466"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Kitsap,53035,2015,0-4,"15,355","7,804","7,551","11,150","5,708","5,442",525,268,256,364,202,162,536,275,261,186,104,82,"2,595","1,248","1,347"
Kitsap,53035,2015,5-9,"15,358","7,797","7,562","11,349","5,793","5,557",455,245,211,338,171,167,715,348,367,201,110,91,"2,301","1,130","1,170"
Kitsap,53035,2015,10-14,"14,973","7,639","7,334","11,302","5,810","5,492",444,237,207,338,165,173,729,317,413,199,98,101,"1,961","1,013",948
Kitsap,53035,2015,15-19,"14,216","7,679","6,537","10,885","5,914","4,971",485,275,211,337,190,147,750,379,371,210,111,99,"1,548",810,737
Kitsap,53035,2015,20-24,"19,412","12,308","7,105","15,010","9,550","5,460","1,252",886,366,451,270,180,948,571,377,258,132,126,"1,495",899,595
Kitsap,53035,2015,25-29,"16,529","9,672","6,857","13,289","7,798","5,491",781,543,237,353,194,159,750,388,362,211,124,87,"1,145",624,521
Kitsap,53035,2015,30-34,"14,667","7,390","7,277","11,791","5,940","5,851",588,375,213,293,138,155,783,337,446,191,98,93,"1,021",502,519
Kitsap,53035,2015,35-39,"13,941","6,801","7,140","11,396","5,572","5,824",510,339,171,268,125,143,880,359,521,194,92,101,693,313,380
Kitsap,53035,2015,40-44,"14,606","7,053","7,553","12,190","5,961","6,229",439,261,178,252,125,127,962,346,617,192,84,108,571,276,295
Kitsap,53035,2015,45-49,"15,932","7,602","8,330","13,503","6,614","6,889",452,253,199,253,102,151,"1,038",322,716,157,72,85,530,239,291
Kitsap,53035,2015,50-54,"18,677","8,987","9,690","16,097","7,812","8,285",481,313,168,315,154,161,"1,110",392,718,146,79,67,528,237,292
Kitsap,53035,2015,55-59,"19,899","9,717","10,183","17,438","8,633","8,805",411,260,151,266,133,132,"1,179",428,751,147,67,80,458,195,263
Kitsap,53035,2015,60-64,"18,995","9,124","9,871","17,015","8,250","8,765",259,156,102,228,111,116,996,371,625,131,59,72,366,177,190
Kitsap,53035,2015,65-69,"16,524","7,993","8,531","14,925","7,349","7,576",224,117,107,158,66,92,819,297,522,103,36,68,294,128,166
Kitsap,53035,2015,70-74,"11,217","5,405","5,812","10,035","4,918","5,117",146,76,71,137,60,77,658,230,427,59,33,25,182,88,94
Kitsap,53035,2015,75-79,"7,314","3,460","3,855","6,618","3,203","3,415",51,27,23,64,24,40,436,151,285,32,11,21,114,43,71
Kitsap,53035,2015,80-84,"5,026","2,209","2,818","4,699","2,092","2,607",44,19,25,27,13,14,190,56,134,20,11,9,46,18,29
Kitsap,53035,2015,85+,"5,557","2,010","3,547","5,292","1,906","3,386",32,14,18,23,9,14,155,63,93,5,0,5,50,18,32
Kitsap,53035,2015,Total,"258,200","130,650","127,550","213,982","108,823","105,159","7,580","4,665","2,915","4,465","2,254","2,211","13,636","5,630","8,006","2,641","1,321","1,320","15,896","7,957","7,939"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Kittitas,53037,2015,0-4,"2,090","1,067","1,023","1,898",974,924,17,6,11,22,15,8,28,10,19,6,2,3,119,60,58
Kittitas,53037,2015,5-9,"2,189","1,118","1,071","2,002","1,027",975,24,13,11,26,7,20,35,22,13,4,1,2,99,48,50
Kittitas,53037,2015,10-14,"2,199","1,135","1,064","1,994","1,020",974,16,10,6,43,17,26,34,26,8,6,0,6,107,62,45
Kittitas,53037,2015,15-19,"4,708","2,247","2,462","4,139","1,974","2,165",87,49,38,55,24,32,156,80,76,5,1,4,266,118,147
Kittitas,53037,2015,20-24,"6,347","3,406","2,941","5,583","2,974","2,609",123,81,42,70,26,44,271,168,104,22,12,10,277,145,132
Kittitas,53037,2015,25-29,"2,592","1,454","1,138","2,366","1,325","1,041",34,25,9,38,20,18,70,32,37,4,3,1,81,48,33
Kittitas,53037,2015,30-34,"1,941","1,044",898,"1,792",977,816,26,20,6,20,13,7,49,17,32,2,1,1,52,15,37
Kittitas,53037,2015,35-39,"1,864",964,900,"1,751",903,848,16,8,7,15,11,4,37,20,17,3,2,1,43,21,22
Kittitas,53037,2015,40-44,"2,008","1,022",986,"1,874",962,912,11,7,4,34,18,16,46,16,30,4,1,3,38,17,21
Kittitas,53037,2015,45-49,"2,214","1,117","1,097","2,103","1,058","1,046",10,8,2,25,13,12,33,12,21,1,0,1,42,27,15
Kittitas,53037,2015,50-54,"2,576","1,298","1,278","2,470","1,244","1,226",9,5,3,26,16,10,31,10,21,4,2,2,37,21,16
Kittitas,53037,2015,55-59,"2,691","1,380","1,310","2,576","1,319","1,257",12,7,5,26,13,14,32,13,19,0,0,0,45,28,16
Kittitas,53037,2015,60-64,"2,597","1,297","1,300","2,511","1,257","1,255",9,7,2,26,11,15,31,13,18,0,0,0,20,10,10
Kittitas,53037,2015,65-69,"2,323","1,167","1,157","2,258","1,134","1,124",4,1,3,23,12,11,14,6,7,1,0,1,24,13,11
Kittitas,53037,2015,70-74,"1,702",871,831,"1,659",849,810,7,6,1,7,5,1,9,3,6,2,0,2,19,9,10
Kittitas,53037,2015,75-79,"1,111",555,556,"1,087",546,540,5,1,4,6,3,3,5,1,4,2,2,0,6,2,4
Kittitas,53037,2015,80-84,725,341,383,705,329,376,2,0,2,2,0,2,6,3,3,0,0,0,9,9,0
Kittitas,53037,2015,85+,792,309,483,784,308,476,3,1,1,1,0,1,1,0,1,0,0,0,4,0,4
Kittitas,53037,2015,Total,"42,670","21,792","20,878","39,552","20,180","19,372",414,256,158,466,223,243,887,452,435,65,27,38,"1,286",654,632
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Klickitat,53039,2015,0-4,"1,063",516,547,932,450,482,16,12,5,35,15,19,4,1,4,0,0,0,75,38,37
Klickitat,53039,2015,5-9,"1,168",574,594,"1,038",512,526,14,8,5,31,12,18,11,4,6,4,0,4,71,37,34
Klickitat,53039,2015,10-14,"1,243",653,590,"1,127",600,527,8,2,6,28,18,10,11,5,6,0,0,0,69,27,42
Klickitat,53039,2015,15-19,"1,175",639,536,"1,067",589,478,6,5,1,41,17,24,5,0,5,4,4,0,52,24,29
Klickitat,53039,2015,20-24,942,472,470,830,408,422,8,8,0,60,27,33,0,0,0,2,0,2,41,29,12
Klickitat,53039,2015,25-29,798,408,391,727,376,351,4,2,2,27,17,11,5,1,4,3,2,1,33,11,22
Klickitat,53039,2015,30-34,987,496,492,914,458,456,7,3,5,24,12,12,9,4,5,3,3,0,31,17,14
Klickitat,53039,2015,35-39,"1,152",590,562,"1,069",549,520,6,5,1,25,13,11,8,2,6,1,1,0,43,19,23
Klickitat,53039,2015,40-44,"1,216",636,580,"1,142",601,541,9,8,1,26,13,13,8,1,7,0,0,0,30,13,17
Klickitat,53039,2015,45-49,"1,294",682,613,"1,215",647,568,4,1,2,37,18,18,10,2,8,1,1,0,28,12,16
Klickitat,53039,2015,50-54,"1,487",741,746,"1,400",699,701,3,2,1,37,17,20,14,4,10,1,0,0,32,18,13
Klickitat,53039,2015,55-59,"1,791",872,920,"1,713",838,875,3,3,0,28,15,13,17,2,15,0,0,0,30,14,16
Klickitat,53039,2015,60-64,"1,892",926,966,"1,824",895,928,1,1,0,21,12,9,10,5,5,0,0,0,36,12,24
Klickitat,53039,2015,65-69,"1,774",934,840,"1,709",909,800,1,0,1,15,5,10,7,3,5,0,0,0,41,18,23
Klickitat,53039,2015,70-74,"1,271",666,606,"1,220",640,579,0,0,0,22,12,11,5,2,3,2,2,1,22,11,12
Klickitat,53039,2015,75-79,773,400,373,731,375,357,1,0,1,12,7,5,6,1,4,0,0,0,22,17,6
Klickitat,53039,2015,80-84,489,240,248,476,237,239,1,0,1,1,1,0,8,3,5,0,0,0,3,0,3
Klickitat,53039,2015,85+,484,194,289,467,182,286,0,0,0,7,5,2,7,5,1,0,0,0,2,2,0
Klickitat,53039,2015,Total,"21,000","10,639","10,361","19,602","9,966","9,636",94,60,34,477,237,240,144,45,99,22,13,9,661,319,342
